image_path,assigned_split,clahe_image_path
D:\ALS\data\liver_images\F0\a1924.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a1924.jpg
D:\ALS\data\liver_images\F0\a1929.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a1929.jpg
D:\ALS\data\liver_images\F0\a193.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a193.jpg
D:\ALS\data\liver_images\F0\a1933.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a1933.jpg
D:\ALS\data\liver_images\F0\a1936.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a1936.jpg
D:\ALS\data\liver_images\F0\a1937.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a1937.jpg
D:\ALS\data\liver_images\F0\a194.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a194.jpg
D:\ALS\data\liver_images\F0\a1946.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a1946.jpg
D:\ALS\data\liver_images\F0\a195.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a195.jpg
D:\ALS\data\liver_images\F0\a1950.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a1950.jpg
D:\ALS\data\liver_images\F0\a1955.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a1955.jpg
D:\ALS\data\liver_images\F0\a1958.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a1958.jpg
D:\ALS\data\liver_images\F0\a196.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a196.jpg
D:\ALS\data\liver_images\F0\a197.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a197.jpg
D:\ALS\data\liver_images\F0\a1979.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a1979.jpg
D:\ALS\data\liver_images\F0\a198.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a198.jpg
D:\ALS\data\liver_images\F0\a199.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a199.jpg
D:\ALS\data\liver_images\F0\a1990.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a1990.jpg
D:\ALS\data\liver_images\F0\a1993.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a1993.jpg
D:\ALS\data\liver_images\F0\a200.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a200.jpg
D:\ALS\data\liver_images\F0\a2000.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2000.jpg
D:\ALS\data\liver_images\F0\a201.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a201.jpg
D:\ALS\data\liver_images\F0\a2010.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2010.jpg
D:\ALS\data\liver_images\F0\a2011.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2011.jpg
D:\ALS\data\liver_images\F0\a2012.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2012.jpg
D:\ALS\data\liver_images\F0\a202.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a202.jpg
D:\ALS\data\liver_images\F0\a203.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a203.jpg
D:\ALS\data\liver_images\F0\a2037.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2037.jpg
D:\ALS\data\liver_images\F0\a204.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a204.jpg
D:\ALS\data\liver_images\F0\a2045.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2045.jpg
D:\ALS\data\liver_images\F0\a205.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a205.jpg
D:\ALS\data\liver_images\F0\a2051.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2051.jpg
D:\ALS\data\liver_images\F0\a2053.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2053.jpg
D:\ALS\data\liver_images\F0\a2055.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2055.jpg
D:\ALS\data\liver_images\F0\a2056.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2056.jpg
D:\ALS\data\liver_images\F0\a2057.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2057.jpg
D:\ALS\data\liver_images\F0\a206.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a206.jpg
D:\ALS\data\liver_images\F0\a2063.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2063.jpg
D:\ALS\data\liver_images\F0\a207.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a207.jpg
D:\ALS\data\liver_images\F0\a2071.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2071.jpg
D:\ALS\data\liver_images\F0\a2075.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2075.jpg
D:\ALS\data\liver_images\F0\a2076.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2076.jpg
D:\ALS\data\liver_images\F0\a208.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a208.jpg
D:\ALS\data\liver_images\F0\a2085.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2085.jpg
D:\ALS\data\liver_images\F0\a209.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a209.jpg
D:\ALS\data\liver_images\F0\a2090.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2090.jpg
D:\ALS\data\liver_images\F0\a2093.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2093.jpg
D:\ALS\data\liver_images\F0\a210.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a210.jpg
D:\ALS\data\liver_images\F0\a211.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a211.jpg
D:\ALS\data\liver_images\F0\a212.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a212.jpg
D:\ALS\data\liver_images\F0\a2120.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2120.jpg
D:\ALS\data\liver_images\F0\a2123.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2123.jpg
D:\ALS\data\liver_images\F0\a213.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a213.jpg
D:\ALS\data\liver_images\F0\a2138.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2138.jpg
D:\ALS\data\liver_images\F0\a2139.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2139.jpg
D:\ALS\data\liver_images\F0\a214.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a214.jpg
D:\ALS\data\liver_images\F0\a2140.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2140.jpg
D:\ALS\data\liver_images\F0\a215.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a215.jpg
D:\ALS\data\liver_images\F0\a216.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a216.jpg
D:\ALS\data\liver_images\F0\a2164.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2164.jpg
D:\ALS\data\liver_images\F0\a2167.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2167.jpg
D:\ALS\data\liver_images\F0\a217.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a217.jpg
D:\ALS\data\liver_images\F0\a2171.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2171.jpg
D:\ALS\data\liver_images\F0\a218.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a218.jpg
D:\ALS\data\liver_images\F0\a2182.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2182.jpg
D:\ALS\data\liver_images\F0\a2187.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2187.jpg
D:\ALS\data\liver_images\F0\a219.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a219.jpg
D:\ALS\data\liver_images\F0\a2194.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2194.jpg
D:\ALS\data\liver_images\F0\a2195.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2195.jpg
D:\ALS\data\liver_images\F0\a220.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a220.jpg
D:\ALS\data\liver_images\F0\a221.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a221.jpg
D:\ALS\data\liver_images\F0\a2211.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2211.jpg
D:\ALS\data\liver_images\F0\a222.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a222.jpg
D:\ALS\data\liver_images\F0\a2222.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2222.jpg
D:\ALS\data\liver_images\F0\a2225.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2225.jpg
D:\ALS\data\liver_images\F0\a223.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a223.jpg
D:\ALS\data\liver_images\F0\a2231.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2231.jpg
D:\ALS\data\liver_images\F0\a224.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a224.jpg
D:\ALS\data\liver_images\F0\a2240.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2240.jpg
D:\ALS\data\liver_images\F0\a2242.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2242.jpg
D:\ALS\data\liver_images\F0\a2246.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2246.jpg
D:\ALS\data\liver_images\F0\a2247.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2247.jpg
D:\ALS\data\liver_images\F0\a225.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a225.jpg
D:\ALS\data\liver_images\F0\a2257.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2257.jpg
D:\ALS\data\liver_images\F0\a226.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a226.jpg
D:\ALS\data\liver_images\F0\a2264.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2264.jpg
D:\ALS\data\liver_images\F0\a2266.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2266.jpg
D:\ALS\data\liver_images\F0\a227.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a227.jpg
D:\ALS\data\liver_images\F0\a2270.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2270.jpg
D:\ALS\data\liver_images\F0\a2274.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2274.jpg
D:\ALS\data\liver_images\F0\a2275.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2275.jpg
D:\ALS\data\liver_images\F0\a2277.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2277.jpg
D:\ALS\data\liver_images\F0\a228.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a228.jpg
D:\ALS\data\liver_images\F0\a2282.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2282.jpg
D:\ALS\data\liver_images\F0\a2284.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2284.jpg
D:\ALS\data\liver_images\F0\a2285.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2285.jpg
D:\ALS\data\liver_images\F0\a2287.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2287.jpg
D:\ALS\data\liver_images\F0\a229.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a229.jpg
D:\ALS\data\liver_images\F0\a2295.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2295.jpg
D:\ALS\data\liver_images\F0\a2299.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2299.jpg
D:\ALS\data\liver_images\F0\a230.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a230.jpg
D:\ALS\data\liver_images\F0\a231.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a231.jpg
D:\ALS\data\liver_images\F0\a2316.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2316.jpg
D:\ALS\data\liver_images\F0\a232.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a232.jpg
D:\ALS\data\liver_images\F0\a2322.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2322.jpg
D:\ALS\data\liver_images\F0\a2323.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2323.jpg
D:\ALS\data\liver_images\F0\a2326.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2326.jpg
D:\ALS\data\liver_images\F0\a233.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a233.jpg
D:\ALS\data\liver_images\F0\a2331.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2331.jpg
D:\ALS\data\liver_images\F0\a2334.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2334.jpg
D:\ALS\data\liver_images\F0\a2335.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2335.jpg
D:\ALS\data\liver_images\F0\a234.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a234.jpg
D:\ALS\data\liver_images\F0\a2340.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2340.jpg
D:\ALS\data\liver_images\F0\a2344.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2344.jpg
D:\ALS\data\liver_images\F0\a2346.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2346.jpg
D:\ALS\data\liver_images\F0\a235.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a235.jpg
D:\ALS\data\liver_images\F0\a2357.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2357.jpg
D:\ALS\data\liver_images\F0\a236.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a236.jpg
D:\ALS\data\liver_images\F0\a237.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a237.jpg
D:\ALS\data\liver_images\F0\a2378.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2378.jpg
D:\ALS\data\liver_images\F0\a238.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a238.jpg
D:\ALS\data\liver_images\F0\a239.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a239.jpg
D:\ALS\data\liver_images\F0\a2398.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2398.jpg
D:\ALS\data\liver_images\F0\a2399.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2399.jpg
D:\ALS\data\liver_images\F0\a240.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a240.jpg
D:\ALS\data\liver_images\F0\a2408.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2408.jpg
D:\ALS\data\liver_images\F0\a241.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a241.jpg
D:\ALS\data\liver_images\F0\a2410.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2410.jpg
D:\ALS\data\liver_images\F0\a2416.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2416.jpg
D:\ALS\data\liver_images\F0\a242.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a242.jpg
D:\ALS\data\liver_images\F0\a2423.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2423.jpg
D:\ALS\data\liver_images\F0\a243.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a243.jpg
D:\ALS\data\liver_images\F0\a2434.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2434.jpg
D:\ALS\data\liver_images\F0\a2435.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2435.jpg
D:\ALS\data\liver_images\F0\a244.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a244.jpg
D:\ALS\data\liver_images\F0\a2448.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2448.jpg
D:\ALS\data\liver_images\F0\a245.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a245.jpg
D:\ALS\data\liver_images\F0\a2450.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2450.jpg
D:\ALS\data\liver_images\F0\a2459.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2459.jpg
D:\ALS\data\liver_images\F0\a246.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a246.jpg
D:\ALS\data\liver_images\F0\a2463.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2463.jpg
D:\ALS\data\liver_images\F0\a2464.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2464.jpg
D:\ALS\data\liver_images\F0\a2465.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2465.jpg
D:\ALS\data\liver_images\F0\a247.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a247.jpg
D:\ALS\data\liver_images\F0\a2473.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2473.jpg
D:\ALS\data\liver_images\F0\a2474.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2474.jpg
D:\ALS\data\liver_images\F0\a248.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a248.jpg
D:\ALS\data\liver_images\F0\a2482.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2482.jpg
D:\ALS\data\liver_images\F0\a2484.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2484.jpg
D:\ALS\data\liver_images\F0\a249.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a249.jpg
D:\ALS\data\liver_images\F0\a2498.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2498.jpg
D:\ALS\data\liver_images\F0\a250.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a250.jpg
D:\ALS\data\liver_images\F0\a2502.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2502.jpg
D:\ALS\data\liver_images\F0\a251.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a251.jpg
D:\ALS\data\liver_images\F0\a2513.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2513.jpg
D:\ALS\data\liver_images\F0\a252.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a252.jpg
D:\ALS\data\liver_images\F0\a2528.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2528.jpg
D:\ALS\data\liver_images\F0\a253.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a253.jpg
D:\ALS\data\liver_images\F0\a2533.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2533.jpg
D:\ALS\data\liver_images\F0\a2536.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2536.jpg
D:\ALS\data\liver_images\F0\a2538.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2538.jpg
D:\ALS\data\liver_images\F0\a254.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a254.jpg
D:\ALS\data\liver_images\F0\a2541.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2541.jpg
D:\ALS\data\liver_images\F0\a2549.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2549.jpg
D:\ALS\data\liver_images\F0\a255.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a255.jpg
D:\ALS\data\liver_images\F0\a2551.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2551.jpg
D:\ALS\data\liver_images\F0\a2553.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2553.jpg
D:\ALS\data\liver_images\F0\a2555.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2555.jpg
D:\ALS\data\liver_images\F0\a2556.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2556.jpg
D:\ALS\data\liver_images\F0\a2559.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2559.jpg
D:\ALS\data\liver_images\F0\a256.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a256.jpg
D:\ALS\data\liver_images\F0\a2560.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2560.jpg
D:\ALS\data\liver_images\F0\a2562.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2562.jpg
D:\ALS\data\liver_images\F0\a257.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a257.jpg
D:\ALS\data\liver_images\F0\a2578.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2578.jpg
D:\ALS\data\liver_images\F0\a258.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a258.jpg
D:\ALS\data\liver_images\F0\a2588.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2588.jpg
D:\ALS\data\liver_images\F0\a259.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a259.jpg
D:\ALS\data\liver_images\F0\a2594.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2594.jpg
D:\ALS\data\liver_images\F0\a2595.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2595.jpg
D:\ALS\data\liver_images\F0\a260.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a260.jpg
D:\ALS\data\liver_images\F0\a261.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a261.jpg
D:\ALS\data\liver_images\F0\a2610.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2610.jpg
D:\ALS\data\liver_images\F0\a2616.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2616.jpg
D:\ALS\data\liver_images\F0\a262.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a262.jpg
D:\ALS\data\liver_images\F0\a2620.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2620.jpg
D:\ALS\data\liver_images\F0\a2621.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2621.jpg
D:\ALS\data\liver_images\F0\a2624.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2624.jpg
D:\ALS\data\liver_images\F0\a263.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a263.jpg
D:\ALS\data\liver_images\F0\a2631.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2631.jpg
D:\ALS\data\liver_images\F0\a2636.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2636.jpg
D:\ALS\data\liver_images\F0\a264.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a264.jpg
D:\ALS\data\liver_images\F0\a2646.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2646.jpg
D:\ALS\data\liver_images\F0\a265.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a265.jpg
D:\ALS\data\liver_images\F0\a266.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a266.jpg
D:\ALS\data\liver_images\F0\a2666.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2666.jpg
D:\ALS\data\liver_images\F0\a267.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a267.jpg
D:\ALS\data\liver_images\F0\a2676.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2676.jpg
D:\ALS\data\liver_images\F0\a268.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a268.jpg
D:\ALS\data\liver_images\F0\a2680.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2680.jpg
D:\ALS\data\liver_images\F0\a269.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a269.jpg
D:\ALS\data\liver_images\F0\a2693.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2693.jpg
D:\ALS\data\liver_images\F0\a2694.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2694.jpg
D:\ALS\data\liver_images\F0\a2697.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2697.jpg
D:\ALS\data\liver_images\F0\a270.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a270.jpg
D:\ALS\data\liver_images\F0\a2704.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2704.jpg
D:\ALS\data\liver_images\F0\a2708.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2708.jpg
D:\ALS\data\liver_images\F0\a271.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a271.jpg
D:\ALS\data\liver_images\F0\a2710.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2710.jpg
D:\ALS\data\liver_images\F0\a2714.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2714.jpg
D:\ALS\data\liver_images\F0\a2718.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2718.jpg
D:\ALS\data\liver_images\F0\a272.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a272.jpg
D:\ALS\data\liver_images\F0\a2722.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2722.jpg
D:\ALS\data\liver_images\F0\a2723.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2723.jpg
D:\ALS\data\liver_images\F0\a2726.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2726.jpg
D:\ALS\data\liver_images\F0\a2727.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2727.jpg
D:\ALS\data\liver_images\F0\a273.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a273.jpg
D:\ALS\data\liver_images\F0\a2730.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2730.jpg
D:\ALS\data\liver_images\F0\a2731.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2731.jpg
D:\ALS\data\liver_images\F0\a2732.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2732.jpg
D:\ALS\data\liver_images\F0\a274.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a274.jpg
D:\ALS\data\liver_images\F0\a2744.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2744.jpg
D:\ALS\data\liver_images\F0\a2747.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2747.jpg
D:\ALS\data\liver_images\F0\a2749.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2749.jpg
D:\ALS\data\liver_images\F0\a275.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a275.jpg
D:\ALS\data\liver_images\F0\a2755.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2755.jpg
D:\ALS\data\liver_images\F0\a276.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a276.jpg
D:\ALS\data\liver_images\F0\a277.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a277.jpg
D:\ALS\data\liver_images\F0\a2771.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2771.jpg
D:\ALS\data\liver_images\F0\a2773.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2773.jpg
D:\ALS\data\liver_images\F0\a2775.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2775.jpg
D:\ALS\data\liver_images\F0\a2778.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2778.jpg
D:\ALS\data\liver_images\F0\a278.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a278.jpg
D:\ALS\data\liver_images\F0\a2781.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a2781.jpg
D:\ALS\data\liver_images\F0\a2783.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a2783.jpg
